<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
GAZP 60 20220524 160000 257.8800000 262.9900000 256.5400000 262.7000000 3902180
GAZP 60 20220524 170000 262.7000000 267.2900000 262.2000000 264.0700000 6206570
GAZP 60 20220524 180000 264.1600000 265.0000000 260.1500000 262.0000000 3162760
GAZP 60 20220524 190000 262.1200000 266.7700000 261.9200000 265.8000000 4906520
GAZP 60 20220525 110000 268.4000000 271.6600000 266.2300000 267.9000000 10503180
GAZP 60 20220525 120000 267.9600000 268.8800000 265.3000000 267.3900000 3051640
GAZP 60 20220525 130000 267.3900000 267.3900000 263.8000000 265.0000000 3491130
GAZP 60 20220525 140000 265.0100000 268.9000000 264.8000000 267.3800000 3555580
GAZP 60 20220525 150000 267.2000000 268.0000000 265.6000000 267.1200000 1745990
GAZP 60 20220525 160000 267.1100000 268.3000000 266.8000000 267.6500000 2186880
GAZP 60 20220525 170000 267.7800000 269.7400000 267.1100000 269.0000000 4002380
GAZP 60 20220525 180000 269.0000000 271.0000000 268.0100000 269.8300000 3991940
GAZP 60 20220525 190000 269.7500000 271.4500000 269.4800000 271.4000000 4920070
GAZP 60 20220526 110000 273.0000000 278.7000000 273.0000000 277.9200000 13263290
GAZP 60 20220526 120000 277.7400000 279.5700000 277.2100000 277.4000000 6130770
GAZP 60 20220526 130000 277.3500000 279.9200000 277.2900000 279.9200000 4250700
GAZP 60 20220526 140000 279.9100000 284.9000000 245.0000000 267.3900000 32421920
GAZP 60 20220526 150000 267.2000000 274.5000000 261.4200000 271.4000000 18729200
GAZP 60 20220526 160000 271.4000000 274.5000000 268.1000000 271.6900000 8124720
GAZP 60 20220526 170000 271.6800000 273.7600000 270.0100000 271.9000000 3616670
GAZP 60 20220526 180000 271.9000000 298.3100000 270.5000000 296.2800000 39756610
GAZP 60 20220526 190000 296.2700000 298.1200000 293.0300000 295.8900000 19944180
GAZP 60 20220527 110000 300.0000000 305.0000000 297.0000000 298.4900000 25323430
GAZP 60 20220527 120000 298.3100000 300.3000000 296.0700000 298.9500000 7328860
GAZP 60 20220527 130000 298.9700000 299.1800000 297.3100000 297.7500000 2845850
GAZP 60 20220527 140000 297.7200000 299.5300000 297.6500000 297.9900000 3653220
GAZP 60 20220527 150000 297.8000000 298.6500000 296.1000000 296.2300000 2667600
GAZP 60 20220527 160000 296.1400000 296.9000000 293.5300000 295.2700000 4727360
GAZP 60 20220527 170000 295.2100000 297.6900000 295.2100000 297.0900000 2158800
GAZP 60 20220527 180000 297.0900000 297.8900000 296.9700000 297.5900000 1249870
GAZP 60 20220527 190000 297.5800000 297.6000000 293.8400000 294.5000000 3536670
GAZP 60 20220530 110000 298.6400000 302.0000000 296.2800000 299.7600000 12393980
GAZP 60 20220530 120000 299.7200000 300.2700000 296.5400000 297.2000000 3783940
GAZP 60 20220530 130000 297.2000000 299.3100000 297.1000000 298.3000000 2028640
GAZP 60 20220530 140000 298.3000000 299.1400000 297.2000000 297.4400000 1738670
GAZP 60 20220530 150000 297.4300000 298.9100000 297.3000000 298.8800000 1221640
GAZP 60 20220530 160000 298.8800000 299.0000000 298.2300000 298.4000000 1095810
GAZP 60 20220530 170000 298.4200000 299.9800000 298.0000000 299.7100000 2378100
GAZP 60 20220530 180000 299.8000000 300.5000000 298.6000000 300.3900000 2719780
GAZP 60 20220530 190000 300.3900000 301.5500000 299.5500000 300.8000000 3390850
GAZP 60 20220531 110000 301.8700000 302.0000000 298.0500000 299.6500000 5238820
GAZP 60 20220531 120000 299.6500000 299.6500000 298.3600000 299.3200000 2538110
GAZP 60 20220531 130000 299.3700000 299.4000000 298.1300000 298.3400000 1460260
GAZP 60 20220531 140000 298.2500000 298.4700000 297.5000000 298.3100000 1300600
GAZP 60 20220531 150000 298.2900000 299.0000000 298.0000000 298.6100000 783360
GAZP 60 20220531 160000 298.6000000 298.6800000 297.6500000 297.8500000 1186420
GAZP 60 20220531 170000 297.8500000 297.9700000 296.3200000 297.4400000 1674120
GAZP 60 20220531 180000 297.4400000 298.0000000 296.5000000 296.6600000 1492460
GAZP 60 20220531 190000 296.6000000 296.6500000 293.5100000 293.7500000 3808860
GAZP 60 20220601 110000 293.5100000 296.7000000 290.2500000 295.7600000 7974570
GAZP 60 20220601 120000 295.7000000 298.4100000 295.6700000 298.1700000 3519920
GAZP 60 20220601 130000 298.2000000 298.2500000 297.2100000 297.4300000 1439860
GAZP 60 20220601 140000 297.4400000 298.8300000 297.3000000 298.7000000 1627740
GAZP 60 20220601 150000 298.7300000 299.5000000 298.3600000 299.2000000 2303850
GAZP 60 20220601 160000 299.2000000 299.4200000 298.0000000 298.8000000 1339780
GAZP 60 20220601 170000 298.7900000 298.8800000 298.0200000 298.4800000 1010750
GAZP 60 20220601 180000 298.4500000 298.7000000 297.0100000 297.7800000 1752890
GAZP 60 20220601 190000 297.7800000 297.7800000 297.0000000 297.6900000 1534650
GAZP 60 20220602 110000 297.7000000 299.3300000 296.0100000 296.8300000 4715870
GAZP 60 20220602 120000 296.8100000 297.4000000 295.5500000 295.6500000 2416810
GAZP 60 20220602 130000 295.6200000 296.1600000 295.0700000 295.4700000 2020430
GAZP 60 20220602 140000 295.4000000 297.1700000 294.9000000 296.0600000 2067350
GAZP 60 20220602 150000 296.0000000 296.6000000 295.3200000 296.0000000 883820
GAZP 60 20220602 160000 296.0100000 297.4100000 295.8100000 297.1500000 1495750
GAZP 60 20220602 170000 297.1500000 297.2900000 296.7400000 296.8000000 690510
GAZP 60 20220602 180000 296.8000000 297.1500000 295.7000000 295.8200000 1260120
GAZP 60 20220602 190000 295.8000000 296.5000000 295.5000000 296.0000000 1123840
GAZP 60 20220603 110000 296.1000000 297.2400000 295.2000000 295.2000000 2887030
GAZP 60 20220603 120000 295.1900000 295.2000000 291.0000000 293.6000000 5231370
GAZP 60 20220603 130000 293.5200000 295.2000000 293.2300000 294.5900000 2003090
GAZP 60 20220603 140000 294.5900000 294.5900000 293.0500000 293.8500000 1460990
GAZP 60 20220603 150000 293.8600000 293.9800000 293.1200000 293.5200000 701060
GAZP 60 20220603 160000 293.6300000 295.5000000 293.3700000 294.9500000 1859320
GAZP 60 20220603 170000 294.9400000 294.9900000 293.7000000 294.7800000 1004870
GAZP 60 20220603 180000 294.7800000 295.9000000 294.3500000 295.1900000 1376090
GAZP 60 20220603 190000 295.2300000 297.0000000 295.0100000 297.0000000 2218920
GAZP 60 20220606 110000 298.0000000 299.0000000 295.4000000 297.2000000 5401500
GAZP 60 20220606 120000 297.2100000 297.5000000 295.6100000 296.6700000 1857190
GAZP 60 20220606 130000 296.6600000 296.7500000 295.5500000 295.6300000 1105980
GAZP 60 20220606 140000 295.6300000 296.9900000 295.1200000 296.5000000 1591920
GAZP 60 20220606 150000 296.5000000 296.6900000 295.7100000 296.6900000 849890
GAZP 60 20220606 160000 296.6300000 297.4400000 296.5500000 296.6100000 1413450
GAZP 60 20220606 170000 296.6500000 297.0400000 296.2400000 296.8600000 657900
GAZP 60 20220606 180000 296.8600000 297.3000000 296.5100000 296.6500000 739010
GAZP 60 20220606 190000 296.6500000 297.0000000 296.4400000 296.5000000 1082760
GAZP 60 20220607 110000 297.3700000 297.3700000 295.0000000 295.3000000 3148430
GAZP 60 20220607 120000 295.3000000 295.6700000 294.5200000 295.5200000 2206890
GAZP 60 20220607 130000 295.6200000 296.3000000 295.4000000 295.8200000 1330160
GAZP 60 20220607 140000 295.6300000 296.1900000 295.2500000 295.4300000 895960
GAZP 60 20220607 150000 295.6000000 296.9900000 295.4100000 296.7300000 1301640
GAZP 60 20220607 160000 296.7000000 297.5500000 296.2500000 297.0500000 1676220
GAZP 60 20220607 170000 297.0800000 298.0000000 297.0000000 297.4800000 1581260
GAZP 60 20220607 180000 297.3700000 298.6900000 297.1500000 298.4000000 2075000
GAZP 60 20220607 190000 298.5000000 298.6700000 297.3800000 297.9900000 1440940
GAZP 60 20220608 110000 298.8000000 304.4000000 298.1600000 303.2800000 10488050
GAZP 60 20220608 120000 303.2900000 309.6000000 303.0000000 307.6500000 13042130
GAZP 60 20220608 130000 307.7000000 308.9500000 306.5800000 308.3300000 3933230
GAZP 60 20220608 140000 308.3300000 309.3000000 307.8000000 307.9000000 2444580
GAZP 60 20220608 150000 307.9000000 308.9000000 306.7600000 306.8500000 2123560
GAZP 60 20220608 160000 306.9800000 308.1800000 305.6000000 306.2300000 2567040
GAZP 60 20220608 170000 306.2300000 307.9600000 306.0000000 307.7000000 1779490
GAZP 60 20220608 180000 307.7300000 308.4000000 306.1000000 308.1400000 1605920
GAZP 60 20220608 190000 308.1400000 308.3000000 306.8600000 308.0000000 2361320
GAZP 60 20220609 110000 309.9700000 310.5200000 303.2000000 306.6500000 12974320
GAZP 60 20220609 120000 306.6500000 306.9800000 305.2100000 306.0100000 2799040
GAZP 60 20220609 130000 305.9500000 306.6000000 304.8200000 305.2900000 2615110
GAZP 60 20220609 140000 305.2800000 306.0300000 304.8500000 305.0600000 1462270
GAZP 60 20220609 150000 304.9300000 305.5000000 304.9200000 305.0200000 821310
GAZP 60 20220609 160000 305.0200000 306.7900000 305.0000000 306.7900000 1463320
GAZP 60 20220609 170000 306.7900000 307.7700000 306.3200000 307.6000000 1764760
GAZP 60 20220609 180000 307.6800000 307.7200000 306.5500000 307.0300000 955560
GAZP 60 20220609 190000 307.0000000 307.5000000 306.3400000 306.5000000 1431670
GAZP 60 20220610 110000 306.4800000 309.1300000 305.0600000 307.8500000 4186770
GAZP 60 20220610 120000 307.8500000 308.8000000 307.3000000 307.8000000 1756070
GAZP 60 20220610 130000 307.9000000 308.0000000 307.5000000 307.7900000 815870
GAZP 60 20220610 140000 307.8000000 310.9800000 307.7800000 309.6000000 4843260
GAZP 60 20220610 150000 309.5700000 310.1100000 308.1600000 309.1800000 2239120
GAZP 60 20220610 160000 309.1500000 309.1900000 308.0100000 308.5700000 1945030
GAZP 60 20220610 170000 308.5200000 309.4500000 308.3400000 309.4000000 1434920
GAZP 60 20220610 180000 309.3900000 309.4900000 308.5400000 309.1200000 1141970
GAZP 60 20220610 190000 309.0500000 309.2000000 308.2200000 309.2000000 1958450
GAZP 60 20220614 110000 308.9800000 315.7600000 307.0000000 315.7000000 11148590
GAZP 60 20220614 120000 315.7200000 319.8800000 315.6000000 318.8900000 10306760
GAZP 60 20220614 130000 318.8600000 322.7700000 318.8500000 320.8000000 7565180
GAZP 60 20220614 140000 320.8000000 321.0000000 318.6700000 319.2000000 5164200
GAZP 60 20220614 150000 319.2000000 320.7000000 319.1000000 319.5800000 2746670
GAZP 60 20220614 160000 319.7400000 320.3800000 319.5900000 319.9900000 1864380
GAZP 60 20220614 170000 319.9900000 320.3000000 319.3700000 319.6800000 1719610
GAZP 60 20220614 180000 319.6800000 319.7000000 317.4200000 318.0000000 4448330
GAZP 60 20220614 190000 317.9700000 318.1900000 317.0700000 317.6900000 2477550
GAZP 60 20220615 110000 318.9900000 322.9900000 315.2300000 317.5100000 14953350
GAZP 60 20220615 120000 317.3800000 317.7000000 316.2100000 317.2900000 2183620
GAZP 60 20220615 130000 317.2800000 319.9000000 317.1800000 318.7000000 3141320
GAZP 60 20220615 140000 318.7000000 319.4600000 317.3000000 317.8700000 1510370
GAZP 60 20220615 150000 317.8700000 318.8000000 317.7700000 318.5000000 659330
GAZP 60 20220615 160000 318.5800000 318.6000000 317.5500000 317.9600000 1724410
GAZP 60 20220615 170000 317.9500000 318.2000000 316.7000000 316.7500000 2270660
GAZP 60 20220615 180000 316.7000000 317.3600000 315.9000000 316.2600000 2702490
GAZP 60 20220615 190000 316.2500000 316.3400000 314.1100000 316.2000000 4506750
GAZP 60 20220616 110000 316.5500000 317.7900000 314.5000000 316.4400000 5748220
GAZP 60 20220616 120000 316.4300000 317.6400000 316.1000000 316.3900000 3168690
GAZP 60 20220616 130000 316.3900000 316.3900000 315.4500000 315.5300000 1632070
GAZP 60 20220616 140000 315.6400000 316.7500000 315.5200000 315.7500000 1369960
GAZP 60 20220616 150000 315.7600000 316.5000000 315.7000000 316.5000000 1170730
GAZP 60 20220616 160000 316.4800000 318.2500000 316.4300000 317.5000000 4841110
GAZP 60 20220616 170000 317.4900000 317.7000000 316.4000000 316.6300000 1468810
GAZP 60 20220616 180000 316.6300000 316.6300000 315.5000000 315.6700000 2074650
GAZP 60 20220616 190000 315.6800000 316.9900000 315.0000000 316.9900000 1992000
GAZP 60 20220617 110000 317.5800000 317.7000000 315.0500000 315.0500000 3037050
GAZP 60 20220617 120000 315.0800000 315.5700000 313.5000000 315.1700000 3438820
GAZP 60 20220617 130000 315.1700000 315.5700000 314.5500000 314.8800000 837330
GAZP 60 20220617 140000 314.8800000 315.2500000 314.8000000 315.2500000 542770
GAZP 60 20220617 150000 315.2500000 315.4400000 314.5000000 314.6700000 748500
GAZP 60 20220617 160000 314.6300000 315.5900000 314.5000000 315.5100000 1125710
GAZP 60 20220617 170000 315.5100000 316.0000000 315.1100000 315.6400000 1262170
GAZP 60 20220617 180000 315.5100000 315.7000000 314.6200000 315.0100000 941250
GAZP 60 20220617 190000 315.0000000 315.5000000 314.8300000 315.5000000 1139010
GAZP 60 20220620 110000 316.0700000 318.0000000 315.5300000 315.7100000 3254660
GAZP 60 20220620 120000 315.7900000 315.8800000 315.0100000 315.2000000 1963570
GAZP 60 20220620 130000 315.2000000 315.3200000 314.5500000 315.0000000 2051570
GAZP 60 20220620 140000 315.0000000 315.4700000 314.1400000 314.9900000 2195850
GAZP 60 20220620 150000 314.9900000 315.7000000 314.6100000 314.8200000 1251450
GAZP 60 20220620 160000 314.8100000 314.8800000 313.1600000 314.0500000 2717800
GAZP 60 20220620 170000 314.0500000 314.3000000 313.6000000 313.7000000 899760
GAZP 60 20220620 180000 313.7000000 314.2500000 311.2500000 311.4400000 3356540
GAZP 60 20220620 190000 311.5000000 312.8800000 311.0000000 311.9800000 3319720
GAZP 60 20220621 110000 312.3100000 312.8600000 306.2100000 307.2800000 9456110
GAZP 60 20220621 120000 307.2700000 310.8800000 307.0500000 309.1900000 4190310
GAZP 60 20220621 130000 309.0800000 310.2900000 304.5000000 304.5900000 6629440
GAZP 60 20220621 140000 304.5200000 305.5000000 301.2800000 304.0600000 14666050
GAZP 60 20220621 150000 304.0800000 305.4400000 303.0000000 303.2100000 4688890
GAZP 60 20220621 160000 303.2500000 304.3700000 302.1600000 302.8200000 3058770
GAZP 60 20220621 170000 302.6000000 303.3000000 301.7300000 302.5500000 2450550
GAZP 60 20220621 180000 302.5600000 303.7200000 302.5500000 303.2300000 1972130
GAZP 60 20220621 190000 303.2400000 303.4200000 300.7700000 301.5800000 3505800
GAZP 60 20220622 110000 300.1000000 301.9100000 296.2000000 299.7000000 10099280
GAZP 60 20220622 120000 299.7000000 299.7800000 295.2600000 297.4700000 9059700
GAZP 60 20220622 130000 297.4400000 297.5000000 295.0100000 295.9800000 4865180
GAZP 60 20220622 140000 295.9800000 296.2300000 295.4400000 295.8800000 3687790
GAZP 60 20220622 150000 295.8800000 299.9000000 295.6000000 299.0800000 8904680
GAZP 60 20220622 160000 299.0800000 300.3000000 297.3200000 297.6000000 3851240
GAZP 60 20220622 170000 297.5900000 297.6000000 295.6600000 296.5800000 2855910
GAZP 60 20220622 180000 296.5800000 296.7000000 295.1000000 295.1000000 2485300
GAZP 60 20220622 190000 295.1000000 296.4500000 294.3600000 295.8000000 2859360
GAZP 60 20220623 110000 295.8100000 298.0000000 292.1700000 294.7500000 10120500
GAZP 60 20220623 120000 294.7500000 295.8600000 293.6100000 294.6400000 3138660
GAZP 60 20220623 130000 294.6400000 294.8500000 293.6000000 293.8800000 1390360
GAZP 60 20220623 140000 293.9200000 293.9300000 292.7600000 293.1000000 2617510
GAZP 60 20220623 150000 293.1000000 293.1500000 292.2000000 292.6800000 2383980
GAZP 60 20220623 160000 292.6800000 293.0500000 291.1000000 292.4000000 3991830
GAZP 60 20220623 170000 292.3700000 293.0500000 291.5500000 293.0000000 1379960
GAZP 60 20220623 180000 292.9600000 302.7500000 292.0000000 301.0200000 13976990
GAZP 60 20220623 190000 301.0400000 304.6000000 300.0200000 303.5000000 7697050
GAZP 60 20220624 110000 304.1000000 307.4500000 299.3500000 299.4800000 10038280
GAZP 60 20220624 120000 299.4800000 304.1700000 299.4800000 302.2100000 4355220
GAZP 60 20220624 130000 302.2100000 303.2500000 299.8000000 300.5700000 2041540
GAZP 60 20220624 140000 300.5700000 300.5800000 297.5100000 299.1400000 3092970
GAZP 60 20220624 150000 299.1300000 299.1400000 296.2200000 296.8200000 3426940
GAZP 60 20220624 160000 296.8100000 297.3100000 295.5500000 296.6200000 2360310
GAZP 60 20220624 170000 296.6200000 298.7000000 296.1000000 298.7000000 4227860
GAZP 60 20220624 180000 298.7000000 299.5000000 296.6100000 297.3800000 2844750
GAZP 60 20220624 190000 297.3800000 297.5000000 295.8000000 296.0000000 3447310
GAZP 60 20220627 110000 296.0000000 299.8000000 295.1000000 298.5000000 5677580
GAZP 60 20220627 120000 298.5000000 298.5000000 296.2000000 296.5400000 2949110
GAZP 60 20220627 130000 296.5400000 298.1100000 296.4200000 297.5000000 2847450
GAZP 60 20220627 140000 297.4700000 297.9800000 296.6100000 297.0500000 1508910
GAZP 60 20220627 150000 297.1400000 297.3900000 296.4400000 297.2900000 1229460
GAZP 60 20220627 160000 297.2900000 297.4000000 296.6700000 297.0900000 1688130
GAZP 60 20220627 170000 297.0900000 297.2000000 296.2000000 296.4000000 1466770
GAZP 60 20220627 180000 296.4400000 296.8000000 295.6700000 296.7900000 3340790
GAZP 60 20220627 190000 296.8000000 296.8000000 296.2000000 296.2000000 1383120
GAZP 60 20220628 110000 296.8000000 296.9700000 293.2200000 293.7200000 6381710
GAZP 60 20220628 120000 293.7200000 295.0000000 293.5000000 294.8900000 2624790
GAZP 60 20220628 130000 294.9000000 294.9800000 293.3400000 294.2800000 2582000
GAZP 60 20220628 140000 294.2800000 295.5000000 294.2500000 295.4700000 2018860
GAZP 60 20220628 150000 295.4600000 295.8500000 295.1000000 295.6800000 1558070
GAZP 60 20220628 160000 295.6700000 300.9300000 295.4400000 299.5500000 9275880
GAZP 60 20220628 170000 299.6000000 303.8800000 299.5500000 301.8200000 8068560
GAZP 60 20220628 180000 301.8200000 302.2000000 298.6000000 299.0000000 4078740
GAZP 60 20220628 190000 298.9900000 299.7600000 297.0200000 297.2000000 3331990
GAZP 60 20220629 110000 297.9100000 300.7800000 296.1100000 297.2900000 6895000
GAZP 60 20220629 120000 297.2800000 300.4900000 296.8500000 299.8200000 5308150
GAZP 60 20220629 130000 299.7900000 299.8500000 296.3500000 297.4800000 3020350
GAZP 60 20220629 140000 297.4800000 298.0000000 296.5800000 296.7800000 2390570
GAZP 60 20220629 150000 296.7800000 297.4900000 296.2000000 296.6800000 2520720
GAZP 60 20220629 160000 296.6800000 296.8100000 293.8000000 296.3400000 5424640
GAZP 60 20220629 170000 296.3400000 297.4900000 296.1500000 296.5900000 1996450
GAZP 60 20220629 180000 296.5400000 298.7000000 296.3500000 297.9500000 3423150
GAZP 60 20220629 190000 297.9500000 299.3000000 297.0000000 297.6500000 3131010
GAZP 60 20220630 110000 299.6000000 310.8200000 207.6900000 235.0000000 60753850
GAZP 60 20220630 120000 235.0000000 243.8100000 200.0000000 214.1000000 91707880
GAZP 60 20220630 130000 214.7100000 228.0000000 213.5200000 222.6400000 45873300
GAZP 60 20220630 140000 222.5500000 227.3600000 220.6000000 223.4000000 22104940
GAZP 60 20220630 150000 223.4000000 224.0000000 212.6000000 218.8200000 23054660
GAZP 60 20220630 160000 218.8200000 218.9000000 213.0000000 213.9400000 15154650
GAZP 60 20220630 170000 213.9600000 214.2000000 205.6600000 209.9800000 26389200
GAZP 60 20220630 180000 209.9200000 213.9500000 208.0000000 209.0900000 13734080
GAZP 60 20220630 190000 209.0000000 209.8200000 206.0600000 207.0000000 9164780
GAZP 60 20220701 110000 200.8400000 201.8500000 186.2000000 195.8700000 56774340
GAZP 60 20220701 120000 195.8400000 195.9200000 191.3400000 194.4000000 17570520
GAZP 60 20220701 130000 194.4000000 196.3000000 193.2000000 194.2000000 8538260
GAZP 60 20220701 140000 194.2000000 197.6900000 193.9500000 197.5000000 7412220
GAZP 60 20220701 150000 197.5000000 197.5000000 195.1000000 195.1300000 4870770
GAZP 60 20220701 160000 195.1900000 196.7000000 195.0000000 196.3000000 3722930
GAZP 60 20220701 170000 196.2900000 196.3800000 194.1400000 194.8500000 4771830
GAZP 60 20220701 180000 194.8500000 195.4900000 194.1000000 194.7400000 3023340
GAZP 60 20220701 190000 194.7400000 194.8000000 191.6400000 192.5000000 6936830
GAZP 60 20220704 110000 191.9800000 195.4400000 188.0000000 190.4200000 17156540
GAZP 60 20220704 120000 190.5000000 190.8000000 181.3000000 181.6800000 26546700
GAZP 60 20220704 130000 181.6800000 185.2000000 181.2000000 184.2300000 10525180
GAZP 60 20220704 140000 184.2300000 190.0000000 184.0800000 188.0000000 10978050
GAZP 60 20220704 150000 187.9700000 189.3000000 185.9000000 188.6000000 4649830
GAZP 60 20220704 160000 188.6000000 188.6900000 186.9000000 187.6100000 3189700
GAZP 60 20220704 170000 188.0500000 188.3700000 186.7200000 187.8000000 2061630
GAZP 60 20220704 180000 187.8000000 187.8000000 184.4600000 185.4400000 4540700
GAZP 60 20220704 190000 185.4400000 186.4300000 184.2300000 186.2500000 3180750
GAZP 60 20220705 110000 186.3000000 189.0000000 185.2000000 187.7900000 8604800
GAZP 60 20220705 120000 187.7900000 188.0000000 185.7500000 186.5800000 5729340
GAZP 60 20220705 130000 186.5800000 187.7800000 186.0200000 187.2800000 3313380
GAZP 60 20220705 140000 187.1500000 194.2500000 186.5100000 191.9900000 13491820
GAZP 60 20220705 150000 191.9100000 193.5800000 190.4500000 192.7700000 6956930
GAZP 60 20220705 160000 192.7600000 198.8400000 192.1100000 197.0500000 14963500
GAZP 60 20220705 170000 197.0500000 199.8700000 196.2000000 197.7800000 12455720
GAZP 60 20220705 180000 197.9200000 199.4000000 196.3400000 197.0000000 7688790
GAZP 60 20220705 190000 197.0300000 197.4900000 196.1200000 197.3000000 2747180
GAZP 60 20220706 110000 197.7800000 204.2600000 194.4400000 201.9500000 24721790
GAZP 60 20220706 120000 201.9500000 205.7800000 201.3000000 204.3400000 14480460
GAZP 60 20220706 130000 204.3400000 204.4600000 200.1700000 201.5000000 10528690
GAZP 60 20220706 140000 201.4300000 203.4000000 200.7500000 203.0600000 4765030
GAZP 60 20220706 150000 203.1000000 203.9500000 201.4200000 201.8000000 3535050
GAZP 60 20220706 160000 201.8000000 202.7000000 200.3000000 201.7700000 3100070
GAZP 60 20220706 170000 201.7600000 201.7800000 195.5000000 196.6900000 12522070
GAZP 60 20220706 180000 196.6400000 197.6400000 194.7100000 196.3500000 5944180
GAZP 60 20220706 190000 196.3500000 197.4700000 195.2000000 195.4200000 2690550
GAZP 60 20220707 110000 195.4500000 197.8000000 192.3600000 192.8000000 11954890
GAZP 60 20220707 120000 192.7500000 194.9800000 192.6400000 193.5400000 4327590
GAZP 60 20220707 130000 193.4400000 194.3100000 192.8500000 194.0200000 2093370
GAZP 60 20220707 140000 194.0200000 198.7800000 193.5000000 197.2200000 9288290
GAZP 60 20220707 150000 197.2200000 199.3000000 196.3200000 197.2800000 4763710
GAZP 60 20220707 160000 197.2800000 199.4700000 197.0200000 199.3600000 3810420
GAZP 60 20220707 170000 199.3600000 199.4100000 196.8000000 197.2000000 3701350
GAZP 60 20220707 180000 197.2000000 198.4000000 196.6300000 197.2800000 2091880
GAZP 60 20220707 190000 197.2500000 198.2000000 197.1500000 197.9200000 1609440
GAZP 60 20220708 110000 200.0100000 201.8700000 198.2000000 198.4000000 11613190
GAZP 60 20220708 120000 198.4200000 198.7500000 196.5700000 197.1300000 4631460
GAZP 60 20220708 130000 197.1200000 198.3700000 196.9500000 198.0400000 2451600
GAZP 60 20220708 140000 198.0600000 198.8400000 197.6100000 198.2700000 1995040
GAZP 60 20220708 150000 198.2600000 198.7500000 197.8900000 198.3500000 1397250
GAZP 60 20220708 160000 198.3100000 198.7000000 197.5100000 197.7300000 1900300
GAZP 60 20220708 170000 197.7100000 198.2000000 197.5100000 197.8700000 1194970
GAZP 60 20220708 180000 197.8700000 198.2000000 197.0200000 197.6500000 1800680
GAZP 60 20220708 190000 197.6500000 198.1200000 197.5600000 198.0000000 1723540
GAZP 60 20220711 110000 198.0100000 199.4300000 193.2400000 194.8700000 12008710
GAZP 60 20220711 120000 194.8600000 195.8000000 194.6100000 195.0900000 2973560
GAZP 60 20220711 130000 195.0900000 195.2000000 192.0000000 192.3600000 6623860
GAZP 60 20220711 140000 192.3500000 193.5000000 190.5300000 191.0200000 6995800
GAZP 60 20220711 150000 191.0200000 191.8000000 190.1300000 190.9100000 4546280
GAZP 60 20220711 160000 190.9800000 191.7000000 190.2500000 191.1700000 2689510
GAZP 60 20220711 170000 191.1800000 192.4000000 189.6100000 190.3100000 4448470
GAZP 60 20220711 180000 190.3100000 190.8900000 189.4600000 190.2500000 2971420
GAZP 60 20220711 190000 190.2500000 190.3500000 188.7900000 188.9000000 3222520
GAZP 60 20220712 110000 189.1800000 189.8000000 185.2000000 185.3300000 14239100
GAZP 60 20220712 120000 185.3300000 187.7900000 184.0000000 186.6400000 7941310
GAZP 60 20220712 130000 186.6700000 187.1900000 185.1400000 186.0700000 3858470
GAZP 60 20220712 140000 186.2300000 188.0700000 186.0800000 187.1200000 2496930
GAZP 60 20220712 150000 187.1200000 188.4000000 186.1100000 187.3900000 2965170
GAZP 60 20220712 160000 187.4400000 188.5000000 187.3500000 188.1400000 2056900
GAZP 60 20220712 170000 188.1500000 189.8900000 187.6800000 189.8000000 3192980
GAZP 60 20220712 180000 189.8000000 193.0000000 189.2600000 192.8000000 6796640
GAZP 60 20220712 190000 192.8800000 192.9700000 191.0000000 191.4000000 2875010
GAZP 60 20220713 110000 191.2000000 194.0000000 188.7100000 190.6200000 8736840
GAZP 60 20220713 120000 190.6200000 190.6200000 187.6000000 189.0000000 5509840
GAZP 60 20220713 130000 189.0000000 189.5000000 186.3000000 186.6900000 3891820
GAZP 60 20220713 140000 186.6900000 187.6700000 186.1200000 186.9600000 2294000
GAZP 60 20220713 150000 186.9300000 188.2100000 185.6000000 187.5600000 3951130
GAZP 60 20220713 160000 187.5500000 188.3800000 185.3000000 186.1400000 2818930
GAZP 60 20220713 170000 186.1800000 186.9000000 185.6000000 186.5300000 1703970
GAZP 60 20220713 180000 186.4700000 187.3500000 185.7000000 187.1500000 2072470
GAZP 60 20220713 190000 187.1500000 187.4900000 186.0000000 186.0000000 2189820
GAZP 60 20220714 110000 186.3000000 187.8000000 183.1100000 185.7800000 9892780
GAZP 60 20220714 120000 185.8000000 188.1000000 185.5000000 186.7600000 3427880
GAZP 60 20220714 130000 186.7400000 187.7300000 185.2900000 185.6900000 2318260
GAZP 60 20220714 140000 185.6900000 185.9000000 185.0000000 185.2600000 2473520
GAZP 60 20220714 150000 185.2900000 186.0000000 184.5300000 185.3500000 2815360
GAZP 60 20220714 160000 185.3400000 186.0000000 184.4500000 185.2000000 2938590
GAZP 60 20220714 170000 185.1600000 185.9000000 184.9100000 185.8000000 1887550
GAZP 60 20220714 180000 185.8000000 186.5000000 185.0000000 185.5100000 1644820
GAZP 60 20220714 190000 185.4900000 185.9300000 184.5300000 184.5500000 1673370
GAZP 60 20220715 110000 184.7000000 186.3000000 183.2200000 185.1200000 4815950
GAZP 60 20220715 120000 185.1200000 185.2000000 184.0200000 184.9900000 2350130
GAZP 60 20220715 130000 184.9900000 185.5000000 184.7000000 185.2900000 1626660
GAZP 60 20220715 140000 185.2900000 188.9000000 185.1000000 188.0000000 6161610
